Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Piano For Dummies (For Dummies (Computer/Tech)),"The easy way to get keyed up on the keyboard Where Piano For Dummies helps budding musicians to master the black-and-white musical keyboard, Keyboard For Dummies helps them understand the possibilities that unfold when those black-and-whites are connected to state-of-the-art music technology. Keyboard For Dummies explains the ins-and-outs of modern keyboards and helps you get the most out of their capabilities. Key content coverage includes: an overview of the types of keyboards available today and how they differ from acoustic pianos; expert advice on choosing the right keyboard for your wants/needs and how to shop and compare the various models; a close look at the types of sounds an electronic keyboard offers and how to achieve them; step-by-step instruction on how to use keyboards anywhere using external speakers, amps, home stereos, computers, and tablets; guidance on how to use keyboard software and applications to get the most out of keyboard technology; and much more. A multimedia component for this title will be hosted at Dummies.com and includes companion audio tracks that demonstrate techniques and sounds found in the book Step-by-step instructions make learning keyboard easy and fun Introduces you to the musical possibilities of the keyboard If you're new to the keyboard or looking to take your skills to the next level, Keyboard For Dummies is a thorough guide to the ins and outs of this popular instrument.",['Jerry Kovarsky'],http://books.google.com/books/content?id=k5gYAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=k5gYAgAAQBAJ&printsec=frontcover&dq=Piano+For+Dummies+(For+Dummies+(Computer/Tech))&hl=&cd=1&source=gbs_api,John Wiley & Sons,2013-11-18,http://books.google.nl/books?id=k5gYAgAAQBAJ&dq=Piano+For+Dummies+(For+Dummies+(Computer/Tech))&hl=&source=gbs_api,['Music'],1.0
Paid in Blood (NCIS Series #1),"The death of a fellow NCIS agent in North Carolina leads Will Coburn and his special team of naval crime-scene investigators to discover a drug-and-arms smuggling ring. The investigation leads them to a U.S. military base in South Korea. When a body is stolen from a crime scene, the team discovers that their suspect is not who he seems. Nuclear weapons have gone missing, and it's a race against time as the NCIS team uncovers the true face of evil.",['Mel Odom'],http://books.google.com/books/content?id=mbBn8u1bNesC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mbBn8u1bNesC&printsec=frontcover&dq=Paid+in+Blood+(NCIS+Series&hl=&cd=1&source=gbs_api,"Tyndale House Publishers, Inc.",2010-09-30,https://play.google.com/store/books/details?id=mbBn8u1bNesC&source=gbs_api,['Fiction'],5.0
The Pre-Foreclosure Property Investor's Kit: How to Make Money Buying Distressed Real Estate -- Before the Public Auction,"Pre-foreclosure real estate is one of the hottest investment opportunities on the market. The Pre-Foreclosure Property Investor?s Kit offers step-by-step instruction and no-nonsense advice on how to find great deals, estimate fair market value, negotiate with sellers, sell your property on your own, and win big in real estate. You?ll learn how to get the best deals on foreclosure properties before they go to auction and utilize simple ready-made worksheets, checklists, forms, and agreements that make getting started easy. Even people of modest means can get into pre-foreclosure investing—all it takes is a little hard work, persistence, and the tools you?ll find in this handy guide.",['Thomas Lucier'],http://books.google.com/books/content?id=W-YxXkPtBFkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=W-YxXkPtBFkC&printsec=frontcover&dq=The+Pre-Foreclosure+Property+Investor%27s+Kit:+How+to+Make+Money+Buying+Distressed+Real+Estate+--+Before+the+Public+Auction&hl=&cd=1&source=gbs_api,John Wiley & Sons,2012-07-02,https://play.google.com/store/books/details?id=W-YxXkPtBFkC&source=gbs_api,['Business & Economics'],1.0
Demon in My View (Den of Shadows),"Jessica isn't your average teenager. Though nobody at her high school knows it, she's a published author. Her vampire novel Tiger, Tiger has just come out under the pen name Ash Night. Jessica often wishes she felt as comfortable with her classmates as she does among the vampires and witches of her fiction. She has always been treated as an outsider at Ramsa High. But two new students have just arrived in Ramsa, and both want Jessica's attention. She has no patience with overly friendly Caryn, but she's instantly drawn to handsome Alex, a cocky, mysterious boy who seems surprisingly familiar. If she didn't know better, she'd think Aubrey, the alluring villain from Tiger, Tiger had just sprung to life. That's impossible, of course; Aubrey is a figment of her imagination. Or is he? Nail-bitingly suspenseful, here is the deliciously eerie follow-up to In the Forests of the Night, by the remarkable fifteen-year-old novelist Amelia Atwater-Rhodes.",['Amelia Atwater-Rhodes'],http://books.google.com/books/content?id=DvG2ZazhzkkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=DvG2ZazhzkkC&printsec=frontcover&dq=Demon+in+My+View+(Den+of+Shadows)&hl=&cd=1&source=gbs_api,Laurel Leaf,2008-12-18,https://play.google.com/store/books/details?id=DvG2ZazhzkkC&source=gbs_api,['Young Adult Fiction'],24.0
The Skeptical Environmentalist: Measuring the Real State of the World,"Challenges widely held beliefs regarding the current environmental situation, discussing why there is cause for optimism and the need to prioritize resources to address problems.",['Bjørn Lomborg'],http://books.google.com/books/content?id=JuLko8USApwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=JuLko8USApwC&printsec=frontcover&dq=The+Skeptical+Environmentalist:+Measuring+the+Real+State+of+the+World&hl=&cd=1&source=gbs_api,Cambridge University Press,2001,http://books.google.nl/books?id=JuLko8USApwC&dq=The+Skeptical+Environmentalist:+Measuring+the+Real+State+of+the+World&hl=&source=gbs_api,['Business & Economics'],11.0
For Women Only: What You Need to Know about the Inner Lives of Men,"What bestselling author Feldhahn's research reveals about the inner lives of men will open women's eyes to what the men in their lives--boyfriends, brothers, husbands, and sons--are ""really"" thinking and feeling.",['Shaunti Feldhahn'],http://books.google.com/books/content?id=V6OM13T5Pa0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=V6OM13T5Pa0C&dq=For+Women+Only:+What+You+Need+to+Know+about+the+Inner+Lives+of+Men&hl=&cd=1&source=gbs_api,Multnomah,2013-03-19,http://books.google.nl/books?id=V6OM13T5Pa0C&dq=For+Women+Only:+What+You+Need+to+Know+about+the+Inner+Lives+of+Men&hl=&source=gbs_api,['Religion'],138.0
Repenting of Religion: Turning from Judgment to the Love of God,"We human beings are burdened by our tendencies to harshly judge others and ourselves. Unfortunately for believers, this bent is as prevalent in the church as in the world. Pastor and author Gregory A. Boyd calls readers to a higher standard through understanding the true manner in which God views humanity: as infinitely worthwhile and lovable. Only an attitude shift in how we perceive ourselves in light of God's love can impact how we relate to people and transform our judgmental nature. Believers wrestling with the reality of God's love and Christians struggling with judging in the local church will appreciate this examination of how we move from a self-centered to a Christ-centered life.",['Gregory A. Boyd'],http://books.google.com/books/content?id=D1QnK4zRz4QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=D1QnK4zRz4QC&printsec=frontcover&dq=Repenting+of+Religion:+Turning+from+Judgment+to+the+Love+of+God&hl=&cd=1&source=gbs_api,Baker Books,2004-07-01,https://play.google.com/store/books/details?id=D1QnK4zRz4QC&source=gbs_api,['Religion'],4.0
Restoring Your Digestive Health: How the Guts and Glory Program Can Transfom Your Life,"This breakthrough book details Rubin's remarkable and successful battle with Crohn's disease by using his new, self-designed Guts and Glory Program, a revolutionary new diet and health regime.","['Jordan Rubin', 'Joseph Brasco']",http://books.google.com/books/content?id=L1mPxRWXNlwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=L1mPxRWXNlwC&q=Restoring+Your+Digestive+Health:+How+the+Guts+and+Glory+Program+Can+Transfom+Your+Life&dq=Restoring+Your+Digestive+Health:+How+the+Guts+and+Glory+Program+Can+Transfom+Your+Life&hl=&cd=1&source=gbs_api,Kensington Books,2003,http://books.google.nl/books?id=L1mPxRWXNlwC&dq=Restoring+Your+Digestive+Health:+How+the+Guts+and+Glory+Program+Can+Transfom+Your+Life&hl=&source=gbs_api,['Health & Fitness'],1.0
"In the Beginning: The Story of the King James Bible and How It Changed a Nation, a Language, and a Culture","The author of The Journey traces the origins and history of the world's most familiar translation of the Bible; discusses the political, religious, and technological forces that prompted its creation; and assesses the influence of the King James Bible on literature, religious belief, and more. Reprint. 25,000 first printing.",['Alister E. McGrath'],http://books.google.com/books/content?id=t-iLuDI60O0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=t-iLuDI60O0C&dq=In+the+Beginning:+The+Story+of+the+King+James+Bible+and+How+It+Changed+a+Nation,+a+Language,+and+a+Culture&hl=&cd=1&source=gbs_api",Anchor,2002,"http://books.google.nl/books?id=t-iLuDI60O0C&dq=In+the+Beginning:+The+Story+of+the+King+James+Bible+and+How+It+Changed+a+Nation,+a+Language,+and+a+Culture&hl=&source=gbs_api",['Religion'],10.0
Dreams of Trespass: Tales of a Harem Girlhood,"This ""wonderful and enchanting"" memoir tells the revelatory true story of one Muslim girl's life in her family's French Moroccan harem, set against the backdrop of World War II (The New York Times Book Review). ""I was born in a harem in 1940 in Fez, Morocco..."" So begins Fatima Mernissi in this illuminating narrative of a childhood behind the iron gates of a domestic harem. In Dreams of Trespass, Mernissi weaves her own memories with the dreams and memories of the women who surrounded her in the courtyard of her youth -- women who, without access to the world outside, recreated it from sheer imagination. A beautifully written account of a girl confronting the mysteries of time and place, gender and sex, Dreams of Trespass illuminates what it was like to be a modern Muslim woman in a place steeped in tradition.",['Fatima Mernissi'],http://books.google.com/books/content?id=yRsbWbOGOCQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yRsbWbOGOCQC&q=Dreams+of+Trespass:+Tales+of+a+Harem+Girlhood&dq=Dreams+of+Trespass:+Tales+of+a+Harem+Girlhood&hl=&cd=1&source=gbs_api,Basic Books,1995-09-04,http://books.google.nl/books?id=yRsbWbOGOCQC&dq=Dreams+of+Trespass:+Tales+of+a+Harem+Girlhood&hl=&source=gbs_api,['Religion'],6.0
The Tao of Pooh,"An expert in Chinese philosophy explains facets of Taoism using Milne's famous character and explores the world of Winnie-the-Pooh through Tao, characterizing Pooh as a simple bear who subscribes to the principles of successful living",['Benjamin Hoff'],http://books.google.com/books/content?id=kC4-B8Dg10MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=kC4-B8Dg10MC&q=The+Tao+of+Pooh&dq=The+Tao+of+Pooh&hl=&cd=1&source=gbs_api,Penguin Group USA,1983,http://books.google.nl/books?id=kC4-B8Dg10MC&dq=The+Tao+of+Pooh&hl=&source=gbs_api,['Humor'],123.0
Staying at Daisy's,"The perfect read for those long summer days, from Jill Mansell, Sunday Times bestselling author of MAYBE THIS TIME. Not to be missed if you love the novels of Katie Fforde and Milly Johnson. Daisy MacLean runs the country house hotel owned by her flamboyant father, Hector. When she hears who's about to get married there, she isn't worried at all - her friend Tara absolutely promises there won't be any trouble between her and ex-boyfriend Dominic, whom she hasn't seen for years. But Dominic has other ideas... Meanwhile, Hector's getting up to all sorts with...well, that's the village's best kept secret. And then Barney turns up, with a little something belonging to the husband Daisy's been doing her best to forget. That's the thing about hotels, you never know who you're going to meet. Or whether they're going to stay... What readers are saying about Staying at Daisy's: 'Once again Jill Mansell manages to capture the hearts of her audience with loveable, true to life characters' Amazon reviewer, 5 stars 'A light, fun read that will keep you hooked for hours' Goodreads reviewer, 5 stars 'Hilarious, romantic and addictive. I loved all of the characters and all of the storylines. I cannot fault anything about it' Goodreads reviewer, 5 stars",['Jill Mansell'],http://books.google.com/books/content?id=A5YWUIv2y_IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=A5YWUIv2y_IC&printsec=frontcover&dq=Staying+at+Daisy%27s&hl=&cd=1&source=gbs_api,Hachette UK,2008-02-10,https://play.google.com/store/books/details?id=A5YWUIv2y_IC&source=gbs_api,['Fiction'],8.0
The Family Trade (Merchant Princes),"A bold fantasy in the tradition of Roger Zelazny's Chronicles of Amber, The Merchant Princes is a sweeping new series from the hottest new writer in science fiction! Miriam Beckstein is happy in her life. She's a successful reporter for a hi-tech magazine in Boston, making good money doing what she loves. When her researcher brings her iron-clad evidence of a money-laundering scheme, Miriam thinks she's found the story of the year. But when she takes it to her editor, she's fired on the spot and gets a death threat from the criminals she has uncovered. Before the day is over, she's received a locket left by the mother she never knew-the mother who was murdered when she was an infant. Within is a knotwork pattern, which has a hypnotic effect on her. Before she knows it, she's transported herself to a parallel Earth, a world where knights on horseback chase their prey with automatic weapons, and where world-skipping assassins lurk just on the other side of reality - a world where her true family runs things. The six families of the Clan rule the kingdom of Gruinmarkt from behind the scenes, a mixture of nobility and criminal conspirators whose power to walk between the worlds makes them rich in both. Braids of family loyalty and intermarriage provide a fragile guarantee of peace, but a recently-ended civil war has left the families shaken and suspicious. Taken in by her mother's people, she becomes the star of the story of the century-as Cinderella without a fairy godmother. As her mother's heir, Miriam is hailed as the prodigal countess Helge Thorold-Hjorth, and feted and feasted. Caught up in schemes and plots centuries in the making, Miriam is surrounded by unlikely allies, forbidden loves, lethal contraband, and, most dangerous of all, her family. Her unexpected return will supercede the claims of other clan members to her mother's fortune and power, and whoever killed her mother will be happy to see her dead, too. Behind all this lie deeper secrets still, which threaten everyone and everything she has ever known. Patterns of deception and interlocking lies, as intricate as the knotwork between the universes. But Miriam is no one's pawn, and is determined to conquer her new home on her own terms. Blending the creativity and humor of Roger Zelazny, the adventure of H. Beam Piper and Philip Jose Farmer, and the rigor and scope of a science-fiction writer on the grandest scale, Charles Stross has set a new standard for fantasy epics. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Charles Stross'],http://books.google.com/books/content?id=Fotjda-BZKkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Fotjda-BZKkC&printsec=frontcover&dq=The+Family+Trade+(Merchant+Princes)&hl=&cd=1&source=gbs_api,Tor Books,2010-04-01,https://play.google.com/store/books/details?id=Fotjda-BZKkC&source=gbs_api,['Fiction'],28.0
Song of Kali,"The World Fantasy Award winner by the author of the Hyperion Cantos and Carrion Comfort: An American finds himself encircled by horrors in Calcutta. Praised by Dean Koontz as “the best novel in the genre I can remember,” Song of Kali follows an American magazine editor who journeys to the brutally bleak, poverty-stricken Indian city in search of a manuscript by a mysterious poet—but instead is drawn into an encounter with the cult of Kali, goddess of death. A chilling voyage into the squalor and violence of the human condition, this novel is considered by many to be the best work by the author of The Terror, who has been showered with accolades, including the Bram Stoker Award, the International Horror Guild Award, and the Hugo Award.",['Dan Simmons'],http://books.google.com/books/content?id=yvAqAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yvAqAwAAQBAJ&printsec=frontcover&dq=Song+of+Kali&hl=&cd=1&source=gbs_api,Open Road Media,2014-04-01,https://play.google.com/store/books/details?id=yvAqAwAAQBAJ&source=gbs_api,['Fiction'],29.0
"Kiss of the Night (Dark-Hunter, Book 5)","Wulf is an ancient Viking warrior with a useful but extremely aggravating power-amnesia. No one who meets him in person can remember him 5 minutes later. It makes it easy to have one-night stands, but hard to have a meaningful relationship, and without true love he can never regain his soul. When he finally meets Cassandra, the one woman who can remember him, she turns out to be the princess of the cursed race he's sworn to hunt-and forbidden to him. The two of them must face ancient curses, prophecies, and the direct meddling of the Greek gods to find true happiness at last.",['Sherrilyn Kenyon'],http://books.google.com/books/content?id=CxSm14Jy2VQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=CxSm14Jy2VQC&printsec=frontcover&dq=Kiss+of+the+Night+(Dark-Hunter,+Book+5)&hl=&cd=1&source=gbs_api",St. Martin's Paperbacks,2010-04-01,https://play.google.com/store/books/details?id=CxSm14Jy2VQC&source=gbs_api,['Fiction'],54.0
Get Me Out of Here: My Recovery from Borderline Personality Disorder,"With astonishing honesty, this memoir reveals what mental illness looks and feels like from the inside, and how healing from borderline personality disorder is possible through intensive therapy and the support of loved ones. With astonishing honesty, this memoir, Get Me Out of Here, reveals what mental illness looks and feels like from the inside, and how healing from borderline personality disorder is possible through intensive therapy and the support of loved ones. A mother, wife, and working professional, Reiland was diagnosed with borderline personality disorder at the age of 29--a diagnosis that finally explained her explosive anger, manipulative behaviors, and self-destructive episodes including bouts of anorexia, substance abuse, and promiscuity. A truly riveting read with a hopeful message.Excerpt: ""My hidden secrets were not well-concealed. The psychological profile had been right as had the books on BPD. I was manipulative, desperately clinging and prone to tantrums, explosiveness, and frantic acts of desperation when I did not feel the intimacy connection was strong enough. The tough chick loner act of self-reliance was a complete facade.""",['Rachel Reiland'],http://books.google.com/books/content?id=GwbXDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=GwbXDQAAQBAJ&printsec=frontcover&dq=Get+Me+Out+of+Here:+My+Recovery+from+Borderline+Personality+Disorder&hl=&cd=1&source=gbs_api,Simon and Schuster,2009-07-30,https://play.google.com/store/books/details?id=GwbXDQAAQBAJ&source=gbs_api,['Self-Help'],7.0
David Goes To School,"A light-hearted companion to the Caldecott Honor Book ""No, David!"" David's activities in school include chewing gum, talking out of turn, and engaging in a food fight, causing his teacher to say over and over, ""No, David!"" Full color.",['David Shannon'],http://books.google.com/books/content?id=k6pTv0yNUs8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=k6pTv0yNUs8C&dq=David+Goes+To+School&hl=&cd=1&source=gbs_api,Scholastic Inc.,1999,http://books.google.nl/books?id=k6pTv0yNUs8C&dq=David+Goes+To+School&hl=&source=gbs_api,['Juvenile Fiction'],49.0
"Seize the Night (Dark-Hunter, Book 7)","Valerius isn't a popular Dark-Hunter - he's a Roman, which means that the largely Greek Hunters have a major grudge against him and his civilization for superceding them. To make things worse, he's very conscious of his aristocratic background and breeding. So it serves him right when he runs into Tabitha Devereaux. She's sassy, sexy, and completely unwilling to take him seriously. (Not to mention Tabitha is also the sister-in-law of Kyrian, a former Dark-Hunter and Val's mortal enemy.) What Tabitha does take seriously is hunting and killing vampires-and soon she and Val have to grapple with the deadliest of all Daimons - one who's managed to come back from the dead, and one who holds a serious grudge against both of them. To win against evil, Val will have to loosen up, learn to trust, and put everything on the line to protect a man he hates and a woman who drives him nuts.",['Sherrilyn Kenyon'],http://books.google.com/books/content?id=_KahbwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=_KahbwAACAAJ&dq=Seize+the+Night+(Dark-Hunter,+Book+7)&hl=&cd=1&source=gbs_api",Piatkus Books,2011-11-01,"http://books.google.nl/books?id=_KahbwAACAAJ&dq=Seize+the+Night+(Dark-Hunter,+Book+7)&hl=&source=gbs_api",['Paranormal romance stories'],26.0
"Heretic (The Grail Quest, Book 3)","The eagerly anticipated follow-up to the number one bestseller Vagabond, this is the third instalment in Bernard Cornwell's Grail Quest series.",['Bernard Cornwell'],http://books.google.com/books/content?id=kG7zY0R-7-kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=kG7zY0R-7-kC&printsec=frontcover&dq=Heretic+(The+Grail+Quest,+Book+3)&hl=&cd=1&source=gbs_api",HarperCollins UK,2009-07-24,https://play.google.com/store/books/details?id=kG7zY0R-7-kC&source=gbs_api,['Fiction'],18.0
Adopting the Racing Greyhound,"The first edition of this book was responsible for inspiring tens of thousands of people to adopt ex-racers. Now, this fully updated edition features groundbreaking veterinary information not available anywhere else. Greyhound authority Cynthia Branigan–who has placed over 4,000 Greyhounds through her organization–offers updated statistics on the costs involved with adopting as well as new health information, such as warnings about tick-borne diseases and suggestions on buying veterinary insurance. Branigan carefully explains how to care for a Greyhound–everything from feeding and grooming to training–and how to extend the dog’s life span. Readers will also find a wealth of updated information on medical conditions in Greyhounds and the latest in tests and treatment.",['Cynthia A. Branigan'],http://books.google.com/books/content?id=8-9duAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=8-9duAAACAAJ&dq=Adopting+the+Racing+Greyhound&hl=&cd=1&source=gbs_api,*Howell Book House,2003-08-01,http://books.google.nl/books?id=8-9duAAACAAJ&dq=Adopting+the+Racing+Greyhound&hl=&source=gbs_api,['Pets'],3.0
The Saboteurs (Men at War Series),"W.E.B. Griffin continues his gripping Men at War series, featuring the legendary OSS. As the Battle of the Atlantic rages, German U-boats are sinking U.S. vessels at will. Meanwhile, preparations are being made to invade Sicily and Italy. As the war heats up, ""Wild Bill"" Donovan and his secret agents find themselves battling on two fronts at once. And fate is about to deal them a surprise that may doom them all.","['W.E.B. Griffin', 'William E. Butterworth IV']",http://books.google.com/books/content?id=byNglycdY30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=byNglycdY30C&printsec=frontcover&dq=The+Saboteurs+(Men+at+War+Series)&hl=&cd=1&source=gbs_api,Penguin,2006-06-06,https://play.google.com/store/books/details?id=byNglycdY30C&source=gbs_api,['Fiction'],3.0
The Weather Makers: How Man Is Changing the Climate and What It Means for Life on Earth,"The #1 international bestseller on climate change that’s been endorsed by policy makers, scientists, writers and energy executives around the world. Tim Flannery’s The Weather Makers contributed in bringing the topic of global warming to worldwide prominence. For the first time, a scientist provided an accessible and comprehensive account of the history, current status, and future impact of climate change, writing what has been acclaimed by reviewers everywhere as the definitive book on global warming. With one out of every five living things on this planet committed to extinction by the levels of greenhouse gases that will accumulate in the next few decades, we are reaching a global climatic tipping point. The Weather Makers is both an urgent warning and a call to arms, outlining the history of climate change, how it will unfold over the next century, and what we can do to prevent a cataclysmic future. Originally somewhat of a global warming skeptic, Tim Flannery spent several years researching the topic and offers a connect-the-dots approach for a reading public who has received patchy or misleading information on the subject. Pulling on his expertise as a scientist to discuss climate change from a historical perspective, Flannery also explains how climate change is interconnected across the planet. This edition includes a new afterword by the author. “An authoritative, scientifically accurate book on global warming that sparkles with life, clarity, and intelligence.” —The Washington Post",['Tim Flannery'],http://books.google.com/books/content?id=-X2EAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=-X2EAAAAQBAJ&printsec=frontcover&dq=The+Weather+Makers:+How+Man+Is+Changing+the+Climate+and+What+It+Means+for+Life+on+Earth&hl=&cd=1&source=gbs_api,Open Road + Grove/Atlantic,2007-12-01,http://books.google.nl/books?id=-X2EAAAAQBAJ&dq=The+Weather+Makers:+How+Man+Is+Changing+the+Climate+and+What+It+Means+for+Life+on+Earth&hl=&source=gbs_api,['Nature'],9.0
Shattered Mirror (Den of Shadows),"Sarah Vida is a witch and a vampire hunter — and a loner. Christopher Ravena is a vampire trying to pass as a normal high school student who wants to know Sarah better. Drawn to him despite her better judgment, Sarah’s forced to admit that there’s room for gray in her otherwise black-and-white world of good versus evil — until she meets Nikolas, Christopher’s twin and one of the most hunted vampires in history.",['Amelia Atwater-Rhodes'],http://books.google.com/books/content?id=7GQf7rebcdwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=7GQf7rebcdwC&printsec=frontcover&dq=Shattered+Mirror+(Den+of+Shadows)&hl=&cd=1&source=gbs_api,Delacorte Press,2001-12-03,https://play.google.com/store/books/details?id=7GQf7rebcdwC&source=gbs_api,['Young Adult Fiction'],13.0
Remote Control,"An alien artifact turns a young girl into Death's adopted daughter in Remote Control, a thrilling sci-fi tale of community and female empowerment from Nebula and Hugo Award-winner Nnedi Okorafor “She’s the adopted daughter of the Angel of Death. Beware of her. Mind her. Death guards her like one of its own.” The day Fatima forgot her name, Death paid a visit. From hereon in she would be known as Sankofa—a name that meant nothing to anyone but her, the only tie to her family and her past. Her touch is death, and with a glance a town can fall. And she walks—alone, except for her fox companion—searching for the object that came from the sky and gave itself to her when the meteors fell and when she was yet unchanged; searching for answers. But is there a greater purpose for Sankofa, now that Death is her constant companion?",['Nnedi Okorafor'],http://books.google.com/books/content?id=RTeIzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=RTeIzQEACAAJ&dq=Remote+Control&hl=&cd=1&source=gbs_api,Tor.com,2021-01-19,http://books.google.nl/books?id=RTeIzQEACAAJ&dq=Remote+Control&hl=&source=gbs_api,['Fiction'],17.0
Biblical Preaching: The Development and Delivery of Expository Messages,"This bestselling text by Haddon Robinson, considered by many to be the ""teacher of preachers,"" has sold over 300,000 copies and is a contemporary classic in the field. It offers students, pastors, and Bible teachers expert guidance in the development and delivery of expository sermons. This new edition has been updated throughout and includes helpful exercises. Praise for the Second Edition Named ""One of the 25 Most Influential Preaching Books of the Past 25 Years"" by Preaching ""[An] outstanding introduction to the task of preparing and presenting biblical sermons. More than any other book of the past quarter century, Biblical Preaching has profoundly influenced a generation of evangelical preachers.""--Preaching",['Haddon W. Robinson'],http://books.google.com/books/content?id=MdDaAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=MdDaAgAAQBAJ&printsec=frontcover&dq=Biblical+Preaching:+The+Development+and+Delivery+of+Expository+Messages&hl=&cd=1&source=gbs_api,Baker Academic,2014-03-18,https://play.google.com/store/books/details?id=MdDaAgAAQBAJ&source=gbs_api,['Religion'],1.0
Chesapeake Blue (Chesapeake Bay Series),"The first ten years of Seth Quinn's life were a prison of fear and neglect - until he was rescued by the Quinns: father Ray, and hot-blooded brothers Phillip, Ethan and Cameron. Now an adult and successful artist, Seth returns home to Chesapeake Bay, to the only family he has ever known. There he meets newcomer to the town Drusilla Whitcomb Banks, but while an attraction sparks, Seth realises that she is way out of his league. Added to which, her own history has taught her not to give her heart lightly. But Seth cannot ignore his feelings. And if he is ever to win a place in Dru's affections, he must finally face up to his own tragic past and the mother who sold him . . .",['Nora Roberts'],http://books.google.com/books/content?id=7MetPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=7MetPwAACAAJ&dq=Chesapeake+Blue+(Chesapeake+Bay+Series)&hl=&cd=1&source=gbs_api,Piatkus Books,2010-03-01,http://books.google.nl/books?id=7MetPwAACAAJ&dq=Chesapeake+Blue+(Chesapeake+Bay+Series)&hl=&source=gbs_api,['Adoptees'],16.0
The Last of the Mohicans (Lightyear Press Limited Edition),"Hawkeye, a scout, leads a small band of Americans fleeing from the British and their Indian allies in the French and Indian War",['James Fenimore Cooper'],http://books.google.com/books/content?id=yEzqAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yEzqAQAACAAJ&dq=The+Last+of+the+Mohicans+(Lightyear+Press+Limited+Edition)&hl=&cd=1&source=gbs_api,Lightyear Press,1984,http://books.google.nl/books?id=yEzqAQAACAAJ&dq=The+Last+of+the+Mohicans+(Lightyear+Press+Limited+Edition)&hl=&source=gbs_api,['Fiction'],69.0
How Israel Lost : The Four Questions,"The ebbing support for Israel among Western governments is a major landmark in the history of the last decade. It is, without doubt, an issue that has already influenced many international events. Richard Ben Cramer, who has won a Pulitzer Prize for his coverage of the Middle East, now presents readers with HOW ISRAEL LOST, a brilliant polemic looking at four key questions that define this conflict and explaining how the policies of Ariel Sharon have ostracised his country in the eyes of the world. Since Israel was founded, the West has seen it as a beacon of hope and democracy amid hostile neighbours. Cramer describes how in the past ten years Israelis seem to have squandered that respect and good will, focusing on the key players and crucial events that have turned the tide against Israel in the eyes of the international community. With the same meticulous research and intelligence that has made Richard Ben Cramer one of America's most highly regarded journalists, HOW ISRAEL LOST is a timely, powerful and important look at one of the most pivotal points of the world -- and in history.",['Richard Ben Cramer'],http://books.google.com/books/content?id=5-PUh5eGABAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=5-PUh5eGABAC&printsec=frontcover&dq=How+Israel+Lost+:+The+Four+Questions&hl=&cd=1&source=gbs_api,Simon and Schuster,2012-12-11,http://books.google.nl/books?id=5-PUh5eGABAC&dq=How+Israel+Lost+:+The+Four+Questions&hl=&source=gbs_api,['Social Science'],3.0
